elapsed_dec,sample_id
1.79719,1761
2.26834,1936
2.38902,1786
1.98075,736
3.30595,1670
1.89179,774
2.73961,1174
2.15058,1711
1.20086,128
0.975853,281
1.08483,533
0.660356,910
1.0914,1856
1.80141,1846
2.35672,1541
1.29557,387
1.89667,1379
0.772875,84
1.20627,386
1.0559,1900
0.799718,1147
1.96373,914
2.25478,1924
0.823559,148
1.21668,162
1.68063,197
2.21711,368
1.07341,54
1.91067,785
1.58643,104
2.147,817
1.10879,36
1.85482,1769
1.4213,1478
1.81076,1619
2.36566,1152
2.18942,243
2.12556,518
2.3817,1037
1.94022,1192
1.25344,1922
1.48537,1511
1.47249,984
1.92422,1532
1.90648,429
0.982448,1346
2.0836,1895
2.44298,1700
2.29208,103
1.96822,470
2.41492,1683
1.33014,471
1.30928,1207
0.874142,715
1.54002,347
3.81905,418
1.43178,142
3.18715,1076
1.28595,1397
1.0452,1481
1.16831,1781
1.71234,1534
1.82362,1528
1.87385,894
2.33652,1544
1.91833,649
1.45364,1565
1.22705,1482
1.61891,1872
1.58664,1611
1.35345,1609
1.33321,1063
0.594461,749
2.25548,1930
1.65003,81
1.57907,1140
1.7909,466
2.24312,1876
0.68972,1124
1.72902,1108
0.733605,1121
1.60604,762
2.26896,489
1.4371,1777
1.74419,1317
1.25359,225
0.806231,64
1.983,981
1.65062,1251
2.11456,641
2.0072,1516
1.56788,1881
1.98167,1603
1.53414,1673
0.858781,1649
1.94444,1159
1.48009,89
1.2273,629
1.43123,1280
1.63151,1367
1.94628,274
2.42647,1486
1.8339,1216
1.62655,1535
1.38295,1740
2.88558,804
1.06992,203
1.4748,1559
1.37756,575
1.71574,1467
2.09279,442
1.21945,1634
1.77342,239
1.6085,955
0.99584,1723
2.538,1389
0.570209,29
1.99299,1991
2.44289,395
3.92005,1451
1.76782,1004
1.26173,1556
0.630917,550
2.52058,993
1.73679,1276
1.24084,1963
0.569057,1795
2.08865,116
2.06854,1666
2.07056,1698
1.97543,1664
0.787164,584
1.92547,1878
1.1991,1931
1.29997,1803
2.27963,1242
1.46815,1579
0.64558,970
1.94148,620
1.14646,237
2.19829,287
0.99995,1045
1.32857,1596
1.71656,419
0.962159,206
2.25927,2018
3.65036,1243
1.29346,1355
1.60389,725
2.37878,1538
0.983654,953
0.808409,72
1.17786,1212
0.809591,445
0.737932,1735
1.81056,1340
1.12853,1015
2.12727,853
1.79679,1627
2.45734,768
1.61649,1941
1.03903,1156
1.02309,426
1.02607,709
1.6379,1591
0.751434,1724
1.92141,1651
1.38405,482
1.68602,1487
5.03021,1826
1.0061,1315
1.76802,1719
1.54866,708
1.52771,663
1.27957,1590
0.459337,22
3.11783,1033
1.10486,696
2.0853,1219
1.1609,609
1.64402,1431
3.11867,1377
1.91797,1678
1.41766,1714
2.37115,1044
0.6805,322
1.2169,1048
1.99373,198
0.959049,657
1.21438,150
1.81448,1309
3.1199,1841
1.48319,284
1.34012,1209
0.938953,1831
1.82773,421
1.76354,978
0.930477,1496
1.42822,1996
0.908907,207
3.20445,808
2.17047,1319
2.20772,1917
1.54757,451
1.77512,1817
1.51864,94
0.904597,1306
1.72033,452
1.09011,1414
1.90498,1398
2.06751,1508
1.82293,454
1.30803,9
2.47813,1336
1.85394,349
2.18826,1998
1.38208,613
2.61577,893
2.55205,113
1.50099,1515
1.08542,96
0.97537,1782
1.49811,2012
1.50315,834
1.50118,1092
1.39221,1703
1.35129,567
1.52116,1506
1.57717,1767
2.1913,270
1.34853,877
2.7445,1239
1.69828,1744
0.889698,997
1.73069,498
1.67744,18
2.27531,1161
0.917937,542
1.55449,1985
1.11704,131
1.46332,98
1.89387,95
2.89442,1668
1.08058,382
0.657478,1747
2.854,1914
1.44381,306
1.20063,1904
1.72604,75
1.3485,1800
1.67478,248
1.62589,1425
1.86921,1919
1.63035,468
2.15315,1223
1.52204,1
1.47185,214
1.773,1749
1.34937,209
1.15035,758
1.13799,1557
1.82636,1929
1.40186,1007
1.64813,68
1.08092,1287
2.19533,1554
1.504,573
2.84913,1030
1.01398,1097
1.94112,1119
0.667312,590
0.996382,1574
1.10153,677
1.73384,1068
0.827241,224
1.18709,300
1.52716,2013
1.1091,1332
1.63162,88
1.56669,1204
2.49796,1636
1.02178,781
1.12392,544
1.82543,1695
0.83994,175
2.56199,1187
1.38353,1110
1.63891,1879
2.17655,1157
2.00291,513
1.81125,862
1.86598,1217
0.982636,329
2.77375,795
1.83999,1303
0.75258,1285
0.830881,145
0.460377,31
1.14532,1049
2.34734,961
1.60271,38
1.78473,1500
0.682845,1659
1.10112,687
0.562673,931
1.43178,7
1.96942,1277
1.71244,1927
0.923889,640
1.09085,1507
0.795032,610
1.0239,1755
1.82721,849
1.24748,467
1.0931,296
1.21286,1361
1.91433,91
1.49563,980
2.08134,810
2.05311,960
1.24436,905
0.957598,1822
1.08905,566
1.38001,986
2.52663,343
1.83212,1851
1.45008,1722
0.981279,432
1.80942,628
0.574197,73
0.518338,25
1.10883,537
0.515224,745
2.81533,1868
0.779995,631
1.68767,1690
1.62095,1040
0.926474,524
1.90895,1351
3.21176,783
1.99748,500
2.33946,886
1.40303,291
1.68412,1637
4.07389,1901
2.80303,1543
2.33438,1625
1.19633,1116
0.803984,520
1.87231,702
2.08298,845
2.6797,273
1.07307,232
1.27171,672
0.739057,234
1.62952,1997
1.20749,1621
1.5028,107
3.00719,1561
1.55996,1446
1.32345,217
1.48859,1853
1.08959,1304
0.826074,1884
1.81561,336
2.94751,193
1.721,1338
0.858841,59
1.58094,1353
1.67278,1521
3.79177,101
1.56292,1962
0.929102,1499
1.23118,428
1.16784,836
2.30096,1764
1.9177,1299
1.90708,1017
0.83337,732
0.89763,674
1.38386,1125
2.36121,1167
1.90338,1652
0.716091,598
4.63872,1151
1.71138,1608
2.2036,1466
1.57104,924
2.06,1224
1.55212,1727
1.89908,2008
1.23537,846
1.31189,1587
1.51484,378
1.31475,140
0.903986,1871
1.4553,936
2.33211,648
0.940196,1181
0.768175,772
2.45112,1463
1.97236,819
2.07,1337
2.21817,1616
0.98842,1062
4.75279,1526
1.89832,580
2.00111,1324
1.74894,1935
1.17026,157
1.36949,1658
1.04414,1706
2.03339,327
2.26604,1378
2.15079,870
1.83143,1307
0.985953,1305
1.26771,1198
2.27206,117
1.89292,1118
1.44782,1821
1.85607,714
0.718474,160
1.457,1221
1.41909,1540
2.25413,125
1.8705,99
1.01638,236
1.40053,1892
1.67784,1462
0.37469,535
1.32852,647
1.38111,1982
1.16723,912
1.91661,1144
1.79754,1903
0.780198,682
2.10898,1011
1.02023,855
1.39953,1728
1.85927,517
2.07185,1514
2.08232,1957
1.6021,754
1.51276,1278
1.21986,153
1.33545,3
1.64135,1282
0.716791,1297
1.41194,1546
1.64367,119
0.628644,670
1.46768,1365
1.07386,973
1.56525,1113
1.12381,1421
1.12713,1114
2.52768,350
1.62919,1725
2.53267,643
2.27987,1262
1.13675,1071
1.88834,1787
1.05156,65
1.12391,404
1.53351,359
1.29089,1356
2.47466,1602
2.45975,1318
1.22336,62
1.23733,381
1.9723,411
1.67046,394
1.11916,911
0.912678,680
3.02714,1861
1.55887,751
1.63618,502
3.11083,1170
1.27703,311
1.53713,1940
1.8711,1944
0.991626,562
1.28745,1662
1.42239,662
1.69027,1823
1.42281,1921
1.80373,1739
1.87333,826
2.20777,883
1.94324,1766
1.91376,871
1.37665,290
2.90265,1555
1.2454,921
2.32269,939
2.34302,1383
1.47464,241
3.15494,1618
1.68024,1249
2.15384,1899
2.05483,948
0.579056,40
1.38184,892
2.68576,1828
1.69121,1438
1.51609,949
1.27846,1942
1.77122,603
1.4254,1104
2.20002,1595
2.9298,868
1.07904,2001
1.53142,623
2.56816,791
1.82785,1026
0.98117,1776
1.59273,337
1.11877,115
1.57502,1051
1.18117,1926
1.71967,1291
1.26997,121
2.30168,143
1.07191,147
1.44807,1640
1.13253,737
1.9457,293
1.38919,1422
1.32654,1882
1.124,1056
0.546691,1360
1.70774,376
1.49188,1880
1.23649,356
2.75974,1370
0.790451,46
1.64973,485
0.954421,105
2.44873,864
2.27289,1169
2.17628,108
2.85817,1238
0.67352,555
3.92534,1164
1.04733,307
1.84617,1384
1.31864,165
3.05083,1393
1.67864,2011
1.04975,739
0.84876,705
1.87898,1269
1.68885,1864
2.00044,1793
1.8593,1149
2.21301,129
3.04632,268
1.70441,1986
1.15592,66
0.805695,847
1.79319,1321
2.03018,1003
1.18957,1581
1.73438,769
1.33383,450
1.44337,1275
2.59525,816
0.935258,221
2.1126,499
1.49159,135
1.49348,890
3.60655,1261
2.628,799
0.979209,1101
1.71334,1259
1.00138,527
0.830404,34
1.48735,1971
1.37067,155
1.16641,1932
0.683708,159
1.62307,765
2.00579,1977
1.6278,608
1.42516,1553
1.1791,1284
1.865,733
1.13769,455
1.57254,1758
1.73925,269
2.16353,1866
1.22573,1273
1.6775,604
2.51142,1241
0.768025,1120
0.83709,1626
2.37048,488
0.960496,21
1.23053,1073
1.62223,935
1.5279,814
0.928022,930
2.37138,492
1.82006,1773
0.680911,1081
1.45372,1184
1.77158,516
1.40166,1085
0.457671,10
2.35892,1364
1.13556,351
1.32004,1112
1.24991,1098
0.899821,298
0.967267,1990
1.14567,353
1.60887,504
1.3729,1292
1.81271,111
1.91241,941
1.46331,1396
3.39763,1549
2.02142,1470
1.89989,1461
0.971388,42
2.12194,320
1.64686,215
0.710326,310
1.11755,915
3.11959,102
1.48927,1142
1.68351,1410
2.25319,1867
2.46243,1545
2.40108,1214
1.03908,23
0.984527,2009
2.16739,348
3.20934,1018
1.84253,927
1.21447,184
1.79498,78
1.1916,1972
1.20539,514
1.74902,600
1.92498,1517
1.27726,1771
0.788698,100
1.6327,1069
1.15185,1102
2.28755,1815
2.28686,1418
1.83833,825
1.15098,1122
0.677204,1645
1.15572,1296
2.03545,402
1.22502,60
1.156,151
1.40841,132
1.80413,477
1.15807,49
2.93342,1002
1.24688,872
1.35753,233
3.89442,1301
0.888322,146
1.51439,1567
1.8838,744
1.86032,1283
1.51489,1537
1.69419,1883
0.931912,149
1.59538,1471
0.973711,1137
1.2522,158
3.24623,493
2.07139,1494
1.01824,400
1.0674,1359
1.9949,511
2.04325,354
0.763135,475
0.907327,761
2.10623,333
1.58248,1757
4.22699,401
1.17469,548
1.94268,1995
2.41904,1183
1.24854,579
1.29521,1402
2.31776,1814
1.70977,1409
1.58879,988
2.51293,1395
1.8578,1774
1.18144,12
1.84878,369
0.696988,532
1.03195,126
1.78133,1607
1.83202,976
1.6186,779
1.40364,1702
1.32734,238
1.93221,869
1.24522,1580
1.36454,1128
1.47393,1529
2.45041,1855
0.919459,721
0.761854,671
1.19832,735
1.78419,1752
0.69241,1597
1.71642,624
1.43809,1136
2.15268,77
2.43069,1236
1.60803,642
1.59156,379
1.31532,1290
1.24913,367
0.572623,74
0.776624,1606
2.12337,1674
1.20514,1967
1.57592,1265
1.62731,1999
2.057,399
1.96998,614
1.34064,1437
0.833243,728
1.08494,1205
2.24272,564
1.55541,363
2.07343,1244
2.26562,1479
1.73327,1563
1.49313,1052
1.76307,1310
1.16109,28
1.67679,219
1.18291,952
1.82251,1344
1.73671,1760
1.88351,1213
1.35422,1031
0.868076,1789
2.30038,1473
1.92699,1404
1.35683,87
1.76516,1141
1.2985,906
1.17504,820
1.66431,1363
1.33146,694
1.79797,92
0.876906,1123
1.45133,346
1.30821,1811
1.41838,1200
1.33452,771
1.61725,1577
1.01786,480
1.73464,752
1.56473,14
1.88775,1445
1.91124,1427
0.825912,181
0.812424,57
1.94353,1294
0.759749,1510
1.49994,2015
1.66083,813
1.73446,204
1.24795,1661
1.28291,67
1.90907,1847
1.11146,528
2.75238,1191
1.76032,1028
1.3259,391
1.86659,812
1.30341,913
4.09711,1751
1.06078,1646
0.866876,255
2.2614,1852
1.78632,885
1.4361,1454
2.31908,1382
2.11225,338
1.57191,635
2.96043,1691
0.688904,1734
1.79221,1350
1.72313,1610
0.986163,679
0.922152,1570
0.994924,277
0.83173,850
1.03854,592
1.35978,127
2.13323,803
0.813958,11
1.42192,319
0.749919,1135
1.74634,1966
1.39663,946
2.32478,1343
1.29435,479
0.64027,397
1.79105,1453
1.48236,1201
1.44409,669
1.30936,757
1.67545,1172
1.40313,375
3.46738,1677
1.46537,695
0.60514,697
1.47126,58
1.30131,934
1.35003,636
0.983085,1006
1.48698,552
1.29441,1406
2.29101,1614
1.25162,634
1.55522,1208
1.67789,1594
1.04557,1096
2.06133,1642
1.17725,246
1.68393,766
1.54512,1127
0.97082,82
1.60349,182
0.997349,1897
2.32923,863
1.03285,47
1.70726,1246
1.27595,1765
0.991384,1905
1.74325,857
4.28501,1601
0.811888,940
3.3214,789
1.20091,882
1.00459,656
1.10254,1380
1.54267,1390
1.52516,1947
1.55063,210
0.831859,1456
0.769139,106
1.95528,1763
1.90789,469
0.938588,501
1.46521,583
2.33733,1254
0.846837,17
2.7247,355
2.53284,800
1.05862,899
1.78694,713
2.25662,977
0.846314,1720
3.08267,1258
2.26195,792
1.82477,1504
2.61475,1849
0.904364,1531
1.24888,1575
1.17981,316
0.728395,530
1.62625,1875
1.47212,440
1.79179,1235
1.77655,743
1.1305,507
2.62632,1827
2.51975,491
1.48577,152
1.96543,1047
1.82349,314
1.6213,2019
0.996793,1230
1.21228,1973
1.21028,201
1.914,650
1.16615,1032
1.9866,879
1.63364,1428
1.64966,1969
0.662147,700
1.69811,1448
1.87944,403
1.86817,1502
0.998075,571
1.75663,1928
2.38253,1520
1.01561,405
1.63868,1938
1.50007,435
1.98158,1139
1.75612,1083
1.8154,1806
0.808225,2023
2.39302,1177
1.14303,44
2.23428,483
1.38552,644
1.94148,1743
1.20944,1622
2.17192,1704
1.07155,740
2.012,1593
0.76497,51
1.35851,167
1.53476,717
1.53346,1934
1.10973,276
0.415689,556
1.74485,1834
1.29084,301
1.01861,1271
2.00573,1308
1.19355,1671
0.971036,15
2.07241,1630
1.43485,313
1.04157,806
1.64981,1240
2.36561,286
2.93417,2005
1.56141,1488
1.21174,1432
1.37083,1256
1.73139,633
1.56164,1992
3.1556,1693
1.3393,637
1.48234,1984
1.3294,303
1.41132,1215
0.865057,651
1.27778,881
1.93114,43
1.7831,1228
1.50074,1804
1.06648,52
1.30813,380
1.31661,678
1.22507,1790
0.85774,325
2.19454,989
1.48169,1497
2.14615,1272
1.68284,730
1.76937,173
2.13664,39
1.73062,168
2.54607,1330
1.71815,848
1.4914,1912
1.67809,1490
2.01269,1807
2.10652,874
1.35423,1058
0.75554,56
1.625,257
0.45626,706
2.11948,144
1.65098,1373
1.19365,929
2.64668,1533
1.46716,372
1.69339,1374
1.45475,1231
1.0604,1465
1.09056,2006
0.931871,1948
1.89475,1117
1.7876,1696
1.24307,383
4.62255,1376
1.02863,462
1.58333,1354
1.02807,951
0.656082,536
1.23785,35
1.39203,646
2.08127,1439
1.4053,1741
1.3462,1401
1.1569,223
0.620549,385
1.82074,1469
2.90443,1036
2.24973,1153
0.925644,321
1.7719,486
1.4534,1665
0.575689,472
1.22206,1784
1.10088,1000
1.89589,602
3.52561,1839
0.794513,895
2.35182,1816
1.45929,1599
0.807816,2020
0.537492,596
0.665081,1585
1.5973,1252
1.71794,1064
1.67133,1560
0.937675,1079
1.18925,2003
1.70606,79
2.6233,1020
2.37404,568
2.44796,1024
1.20204,959
1.69169,1639
1.40746,2
1.83194,261
1.0821,854
1.4256,543
1.57607,716
1.06805,529
1.32549,271
1.18342,161
1.60278,1624
1.58925,1070
2.16659,1536
1.17218,1436
1.73074,918
2.59271,114
1.95131,1968
2.83978,818
2.32885,1558
2.65926,189
1.35058,179
1.13558,612
2.32195,1718
1.43229,1983
0.943147,331
1.60975,1792
2.87226,1468
2.20379,200
1.74619,1105
0.451807,685
1.66609,1442
1.21044,1592
1.51914,1206
1.41955,2014
1.30213,691
0.90498,32
1.43048,1604
1.49224,1974
1.79553,1813
1.32963,362
2.99265,1014
2.69732,1143
0.726989,578
1.62662,156
0.817131,1080
1.50407,1366
0.586921,71
0.987031,559
0.730914,759
2.51538,873
1.23281,456
1.78436,1837
1.37168,1865
1.4838,1334
1.8856,1598
1.4452,1512
0.966343,1584
4.07712,1836
1.1747,1979
1.75975,1753
1.83784,1951
2.39878,1341
1.24219,889
1.5813,512
1.83812,1232
1.90824,1260
1.64091,1644
1.40578,90
2.00692,1920
1.30538,809
1.03421,956
1.36296,683
2.36699,1281
0.997914,692
1.36386,569
3.54431,1186
1.02407,1134
1.31011,710
1.9895,1623
1.69349,494
1.6463,887
2.54856,1613
1.47107,80
3.92158,1168
1.81746,660
1.42937,1754
0.72544,1075
2.70266,1689
1.78436,942
4.29084,1843
0.875901,1357
1.3811,586
1.13168,900
1.10579,1257
0.850797,1756
1.44575,1202
3.28219,701
1.39464,750
0.989012,1657
0.669637,595
1.46378,213
0.489941,760
1.53806,607
1.24337,560
1.1851,734
1.26533,1050
1.09092,1675
1.22099,1615
0.967213,1721
1.43854,594
1.46484,1588
0.850254,775
2.07445,1405
1.81537,510
2.22612,1386
1.33719,990
0.714825,581
1.21759,41
1.68571,341
1.97531,389
0.573812,746
1.49184,1635
1.99741,1572
1.17733,1046
1.91638,1342
1.14513,1455
1.38565,164
0.915274,370
2.65506,1411
1.6226,558
0.818238,576
1.23079,1082
1.53533,796
0.709267,1447
1.3329,621
1.33835,110
1.68697,1078
1.82322,1234
1.68754,444
1.7647,944
0.9435,704
1.00394,180
1.94936,1809
1.50595,463
1.40621,33
1.10423,1358
1.72088,1485
1.96544,1010
2.08673,627
1.6116,616
2.18947,433
2.35904,423
1.2126,439
0.832531,1799
2.4358,1245
2.52126,1483
2.87264,1768
1.22032,50
2.07015,1394
1.45355,619
1.49758,453
1.03438,780
1.57946,1433
1.81117,1953
2.40323,1325
4.43946,1226
1.13353,589
2.1596,1716
1.23598,448
1.53966,832
1.98067,1263
1.782,1705
0.730797,481
1.691,424
0.792063,1660
1.15977,1472
1.76033,1505
1.43092,1737
2.31869,1989
1.58236,969
1.12072,373
3.40824,793
2.12142,645
2.77196,1029
0.79907,925
1.99469,1712
1.12116,1731
1.42992,1484
2.42239,263
1.81921,438
1.59141,1352
2.6024,264
1.73388,720
2.36462,1518
0.871152,856
0.920519,1509
