elapsed_dec,sample_id
5.29525,1749
3.95693,209
3.32664,758
3.52593,1557
5.43009,1929
4.33281,1007
4.80316,68
3.34189,1287
6.28194,1554
4.64732,573
8.0723,1030
3.30542,1097
6.03448,1119
2.23764,590
3.76859,1574
3.31716,677
5.07272,1068
3.0988,224
3.90198,300
4.57575,2013
3.56078,1332
4.88698,88
4.52976,1204
7.4842,1636
3.30923,781
3.60248,544
5.52828,1695
2.59953,175
7.66429,1187
4.31694,1110
5.00871,1879
6.30816,1157
5.96857,513
5.48892,862
5.64533,1217
3.33247,329
8.32077,795
5.44587,1303
2.28883,1285
2.68789,145
1.70638,31
4.06279,1049
7.26246,961
5.20338,38
5.48764,1500
2.51879,1659
3.26583,687
2.20462,931
4.44219,7
5.84337,1277
5.06386,1927
3.13952,640
3.5716,1507
2.42818,610
2.99131,1755
5.46052,849
4.00929,467
3.1264,296
3.56966,1361
5.407,91
4.67495,980
6.06729,810
6.17329,960
3.93319,905
3.06383,1822
3.45278,566
3.95972,986
8.08892,343
5.71251,1851
4.75855,1722
3.01507,432
5.05973,628
1.97591,73
1.78897,25
3.24265,537
1.76434,745
8.09722,1868
2.70983,631
5.65656,1690
5.34891,1040
3.47836,524
5.60329,1351
8.84358,783
6.241,500
7.23942,886
4.01612,291
5.10405,1637
11.7087,1901
8.76752,1543
6.90315,1625
3.52353,1116
2.74094,520
5.51153,702
6.14981,845
8.15541,273
3.32441,232
3.80112,672
2.76759,234
5.28581,1997
3.85942,1621
4.45144,107
8.86621,1561
4.49896,1446
3.80925,217
4.59617,1853
3.54127,1304
3.12694,1884
5.19724,336
8.54546,193
5.31642,1338
2.79055,59
4.7527,1353
4.80938,1521
10.394,101
4.75425,1962
3.6307,1499
3.87477,428
3.55714,836
6.89895,1764
5.65172,1299
5.80527,1017
2.55843,732
3.17629,674
4.10019,1125
7.18817,1167
5.52825,1652
2.03801,598
12.9595,1151
4.97884,1608
6.47614,1466
4.72711,924
6.17041,1224
4.59971,1727
6.25664,2008
3.71431,846
4.02453,1587
4.38902,378
4.07235,140
3.0031,1871
4.36025,936
6.83586,648
3.04669,1181
2.35183,772
7.58411,1463
5.77413,819
6.0243,1337
6.57797,1616
3.06327,1062
13.2119,1526
5.71902,580
5.56889,1324
5.35463,1935
3.57216,157
4.03823,1658
3.23213,1706
5.54231,327
6.30723,1378
6.57263,870
5.48403,1307
2.96372,1305
3.82134,1198
6.95313,117
5.66579,1118
4.37978,1821
5.4977,714
2.16877,160
4.34679,1221
4.46994,1540
6.42332,125
5.49727,99
2.8043,236
4.66124,1892
4.80155,1462
1.2032,535
3.97848,647
4.32107,1982
3.64801,912
6.07779,1144
5.21298,1903
2.44001,682
6.10551,1011
3.02598,855
4.06888,1728
5.47804,517
5.92464,1514
6.2156,1957
4.48573,754
4.50114,1278
3.65267,153
4.07892,3
4.73998,1282
2.28408,1297
4.48168,1546
4.72196,119
2.04495,670
4.50498,1365
3.2532,973
4.60885,1113
3.71327,1421
3.51523,1114
7.63748,350
4.6513,1725
7.93341,643
6.6898,1262
3.43797,1071
5.51136,1787
3.42825,65
3.52967,404
4.72683,359
3.91788,1356
7.33408,1602
7.81804,1318
3.64876,62
3.71064,381
5.83553,411
5.36755,394
3.26651,911
2.86713,680
9.40119,1861
4.48927,751
4.8855,502
8.93902,1170
3.83998,311
4.91772,1940
5.8306,1944
2.8955,562
3.8183,1662
4.21552,662
4.805,1823
4.36477,1921
5.09708,1739
5.3842,826
6.50331,883
5.47467,1766
5.85626,871
4.43723,290
8.55528,1555
3.61712,921
6.73159,939
6.69252,1383
4.4302,241
9.36893,1618
4.77513,1249
6.39224,1899
6.44187,948
2.27931,40
4.02596,892
7.58372,1828
5.36544,1438
4.89157,949
4.11924,1942
5.21393,603
4.30677,1104
6.65447,1595
9.5291,868
3.78456,2001
4.33252,623
7.30567,791
5.34986,1026
3.14126,1776
4.915,337
3.39868,115
4.68923,1051
3.60946,1926
5.09167,1291
3.8791,121
6.51201,143
3.49119,147
4.52813,1640
3.41817,737
5.51743,293
4.33369,1422
3.96449,1882
3.63958,1056
1.65986,1360
5.01877,376
4.7076,1880
3.58446,356
7.76188,1370
2.49975,46
4.78381,485
2.75911,105
7.1925,864
6.64529,1169
6.11184,108
8.75906,1238
1.96359,555
11.3639,1164
3.3513,307
5.25895,1384
3.86788,165
9.27977,1393
5.75306,2011
3.00988,739
2.47893,705
5.76608,1269
5.02833,1864
5.96136,1793
5.47054,1149
6.32162,129
9.42251,268
5.43473,1986
3.50876,66
2.54087,847
5.66014,1321
5.73698,1003
3.7589,1581
5.61943,769
4.09333,450
4.36841,1275
7.53667,816
2.98226,221
6.08362,499
4.5438,135
4.8636,890
10.7449,1261
8.27462,799
3.06135,1101
5.38494,1259
2.94188,527
2.71653,34
4.69279,1971
4.14968,155
3.4605,1932
2.70771,159
5.11625,765
5.98837,1977
4.87225,608
4.25837,1553
4.0678,1284
5.50994,733
3.69165,455
4.32781,1758
4.99242,269
6.23261,1866
3.71182,1273
4.81852,604
7.61376,1241
2.82227,1120
2.66485,1626
7.27383,488
2.95096,21
3.82038,1073
4.72522,935
4.33473,814
2.85867,930
7.08536,492
5.52709,1773
2.42984,1081
4.32381,1184
5.47458,516
4.2429,1085
1.53559,10
6.65878,1364
3.27851,351
4.09599,1112
4.22013,1098
2.77992,298
3.2535,1990
3.57999,353
4.6617,504
4.80542,1292
5.22859,111
5.49923,941
4.61227,1396
10.1236,1549
5.83214,1470
5.75077,1461
3.49541,42
6.18077,320
5.07957,215
2.2172,310
3.57053,915
8.91419,102
4.65016,1142
5.12149,1410
6.78269,1867
7.21013,1545
6.94215,1214
3.23123,23
3.29456,2009
6.52673,348
9.35662,1018
5.56246,927
3.71531,184
5.24005,78
3.40431,1972
3.61156,514
5.01972,600
5.66426,1517
3.91715,1771
2.60158,100
5.17908,1069
3.61074,1102
6.76202,1815
6.41135,1418
5.47555,825
3.5645,1122
2.37214,1645
3.59588,1296
5.92361,402
3.75723,60
3.42966,151
4.25722,132
5.24085,477
3.75324,49
8.23762,1002
4.04579,872
3.9594,233
11.1108,1301
2.82158,146
4.49119,1567
5.42144,744
5.28871,1283
4.49956,1537
5.07415,1883
3.32013,149
4.87975,1471
3.03175,1137
3.73016,158
9.7526,493
6.06622,1494
3.29724,400
3.18055,1359
6.66966,511
5.81256,354
2.69077,475
2.66662,761
5.71012,333
4.74167,1757
12.1184,401
3.41103,548
6.12302,1995
6.70007,1183
3.62055,579
3.70302,1402
6.52707,1814
5.1197,1409
4.97124,988
7.07744,1395
5.60917,1774
3.44961,12
5.65029,369
2.24412,532
3.14771,126
5.26979,1607
5.39488,976
4.76312,779
4.07568,1702
4.01602,238
5.45362,869
4.13632,1580
4.26228,1128
4.75419,1529
6.8357,1855
3.0085,721
2.26421,671
3.72805,735
5.25487,1752
2.2694,1597
5.17338,624
4.12051,1136
6.16687,77
7.27488,1236
5.15857,642
4.65247,379
4.14344,1290
3.73785,367
2.27194,74
2.66968,1606
6.33043,1674
4.13744,1967
4.99608,1265
4.9555,1999
5.95274,399
5.66041,614
3.79178,1437
2.65637,728
3.37692,1205
6.58099,564
4.50076,363
5.96373,1244
6.39216,1479
4.88816,1563
4.60119,1052
5.02467,1310
3.48813,28
4.7535,219
3.70039,952
5.38242,1344
4.89842,1760
5.78076,1213
3.77354,1031
2.9546,1789
6.9839,1473
5.46688,1404
4.04307,87
5.38606,1141
3.96643,906
4.0833,820
5.12825,1363
4.32397,694
5.22024,92
2.7533,1123
4.34289,346
3.97803,1811
4.10167,1200
3.90559,771
4.78752,1577
2.96576,480
4.99399,752
4.63498,14
5.78657,1445
5.49284,1427
2.48931,181
2.56302,57
6.13082,1294
2.37308,1510
5.38288,2015
4.71683,813
4.96679,204
3.51976,1661
3.92253,67
5.93107,1847
3.32058,528
8.24149,1191
5.39293,1028
4.12968,391
5.22029,812
4.09299,913
11.47,1751
3.12201,1646
2.57838,255
6.56076,1852
5.31507,885
4.31163,1454
6.60463,1382
6.29061,338
4.40889,635
8.72674,1691
2.68516,1734
5.25055,1350
4.91099,1610
2.93299,679
3.20733,1570
3.17283,277
2.82286,850
3.06227,592
4.02167,127
6.13106,803
2.53996,11
4.46136,319
2.38868,1135
5.42237,1966
4.43609,946
6.67312,1343
3.8741,479
1.95725,397
5.4068,1453
4.27332,1201
4.17958,669
3.9081,757
5.27314,1172
4.15088,375
9.9889,1677
4.42153,695
1.82358,697
4.57554,58
3.85515,934
4.10046,636
2.89731,1006
4.28685,552
3.94359,1406
6.48039,1614
3.70865,634
4.71556,1208
5.31053,1594
3.42598,1096
6.0471,1642
3.45785,246
4.96161,766
4.51884,1127
2.88194,82
4.77465,182
2.96103,1897
7.54755,863
3.21535,47
5.32016,1246
4.1155,1765
3.19763,1905
5.37277,857
11.9147,1601
2.79775,940
9.36887,789
3.50626,882
2.78189,656
3.23028,1380
4.70069,1390
4.68271,1947
4.6445,210
2.67362,1456
2.42367,106
6.63963,1763
6.0029,469
2.94519,501
4.36349,583
6.47948,1254
3.01622,17
8.06071,355
7.37458,800
3.74787,899
5.66277,713
6.7654,977
3.04164,1720
8.67952,1258
6.69984,792
5.41433,1504
7.85987,1849
3.04652,1531
3.72863,1575
3.88439,316
2.41228,530
4.9909,1875
4.51151,440
5.15961,1235
5.01662,743
3.49717,507
7.75765,1827
7.17878,491
4.38144,152
6.17923,1047
5.33263,314
5.20549,2019
3.00043,1230
3.71962,1973
3.73858,201
5.72608,650
3.588,1032
5.81605,879
4.81872,1428
4.83042,1969
2.01174,700
4.90686,1448
5.41007,403
5.5799,1502
3.1706,571
5.12945,1928
6.97406,1520
2.95681,405
4.95916,1938
4.51432,435
5.75022,1139
5.30222,1083
5.22607,1806
2.48019,2023
6.91164,1177
3.62651,44
6.10386,483
4.2153,644
5.64719,1743
3.81409,1622
6.05085,1704
3.36293,740
5.94548,1593
2.4512,51
4.23515,167
5.01959,717
4.60804,1934
3.60625,276
1.42095,556
5.24026,1834
3.72735,301
3.3583,1271
5.8713,1308
3.67159,1671
3.22259,15
5.90892,1630
4.36687,313
3.22096,806
4.9635,1240
6.92226,286
8.68783,2005
4.55422,1488
3.639,1432
4.15087,1256
4.87673,633
5.55474,1992
10.256,1693
4.2099,637
4.45124,1984
4.15547,303
4.4844,1215
2.5488,651
3.89378,881
6.50806,43
5.39265,1228
4.33636,1804
3.29814,52
3.97379,380
3.96065,678
4.30059,1790
2.79073,325
6.21415,989
4.6885,1497
6.74901,1272
4.63115,730
5.07411,173
6.20424,39
5.02925,168
7.47053,1330
4.99461,848
4.45401,1912
5.03724,1490
5.92308,1807
6.61332,874
4.18647,1058
2.45435,56
4.81413,257
1.73469,706
6.09194,144
4.86952,1373
4.27611,929
8.15925,1533
5.08831,372
5.45498,1374
4.72943,1231
3.92725,1465
3.88561,2006
2.97501,1948
5.81896,1117
5.77277,1696
3.66667,383
13.0253,1376
3.30689,462
4.61599,1354
3.19384,951
2.03188,536
3.58209,35
4.36746,646
6.04715,1439
4.43946,1741
4.07482,1401
3.49272,223
2.00597,385
5.21063,1469
9.03594,1036
6.53852,1153
2.83543,321
5.27819,486
4.41264,1665
2.00995,472
4.00133,1784
3.50147,1000
5.3664,602
10.4033,1839
2.95392,895
6.87234,1816
4.42798,1599
2.81615,2020
1.78092,596
2.129,1585
4.53835,1252
5.02644,1064
5.07469,1560
3.23711,1079
3.86737,2003
4.91207,79
7.93039,1020
7.23702,568
6.94259,1024
3.6561,959
4.82838,1639
4.15667,2
5.33469,261
3.71591,854
3.93305,543
4.77695,716
3.28354,529
4.03927,271
3.40162,161
5.00082,1624
5.1646,1070
6.45017,1536
3.43765,1436
4.9441,918
7.30694,114
5.63551,1968
8.09015,818
6.55946,1558
7.59265,189
4.0438,179
3.44104,612
6.41052,1718
4.4637,1983
3.0903,331
4.94224,1792
9.35548,1468
6.40769,200
5.57534,1105
1.40522,685
5.22154,1442
4.04119,1592
4.62383,1206
4.45867,2014
3.75632,691
2.94501,32
4.55772,1604
4.64224,1974
5.3088,1813
4.02056,362
8.56189,1014
7.60179,1143
2.43595,578
4.79562,156
2.63275,1080
4.63261,1366
2.06745,71
2.82563,559
2.67966,759
7.34577,873
3.84412,456
5.16356,1837
4.30727,1865
4.75823,1334
5.2278,1598
4.19322,1512
3.35999,1584
11.6054,1836
3.45492,1979
4.95607,1753
5.61311,1951
6.92741,1341
3.97201,889
4.97833,512
5.26193,1232
5.90817,1260
4.73359,1644
4.16319,90
6.16216,1920
3.90869,809
3.20287,956
4.02488,683
6.84668,1281
3.13986,692
3.90936,569
10.2939,1186
3.58292,1134
3.78576,710
6.15932,1623
4.95529,494
5.17306,887
7.66119,1613
4.47285,80
11.1834,1168
5.19255,660
4.3324,1754
2.66135,1075
7.87154,1689
5.67046,942
13.2496,1843
2.65872,1357
4.05702,586
3.35782,900
3.46019,1257
3.07884,1756
4.36038,1202
9.46869,701
4.24878,750
3.04627,1657
2.09716,595
4.36457,213
1.54589,760
4.67661,607
3.67272,560
3.35566,734
3.98809,1050
3.77576,1675
3.82521,1615
3.03437,1721
4.1328,594
4.53262,1588
2.78055,775
6.10485,1405
5.47896,510
6.57942,1386
4.06797,990
2.10919,581
3.98133,41
5.38158,341
5.64846,389
1.88805,746
4.59693,1635
6.39834,1572
3.88895,1046
5.75237,1342
3.45563,1455
4.07724,164
3.45344,370
7.43371,1411
4.61223,558
2.47848,576
3.82845,1082
4.49319,796
2.23894,1447
3.85263,621
3.88677,110
5.03485,1078
5.30641,1234
4.9037,444
5.04112,944
3.14691,704
2.95305,180
5.49491,1809
4.66396,463
4.07535,33
3.32369,1358
5.06653,1485
5.64789,1010
5.9852,627
4.73548,616
6.4404,433
6.7984,423
3.8704,439
3.31517,1799
7.09963,1245
7.53299,1483
8.80824,1768
3.81713,50
6.0267,1394
4.59903,619
4.55534,453
3.04769,780
4.61871,1433
5.39497,1953
7.43133,1325
12.8535,1226
3.47897,589
6.26087,1716
3.58393,448
4.65969,832
5.8284,1263
5.29509,1705
2.46934,481
5.08461,424
2.51814,1660
3.78526,1472
5.29688,1505
4.03921,1737
7.11048,1989
4.63133,969
3.28765,373
10.4217,793
6.08756,645
7.9019,1029
2.8047,925
5.90224,1712
3.51969,1731
4.17732,1484
7.59258,263
5.58797,438
4.58393,1352
7.26295,264
5.216,720
6.64633,1518
3.10982,856
3.32929,1509
