elapsed_dec,sample_id
2.87823,1522
4.85675,1726
7.88727,192
5.55556,2000
4.12927,865
5.17313,1617
5.02187,790
9.8729,1527
6.62664,1863
3.79307,1746
5.90559,1293
3.73513,606
3.26567,572
5.33653,1289
4.7584,24
3.75424,1146
9.53775,1833
7.26524,208
4.24897,1641
3.50939,1423
4.66548,1264
4.29646,1910
7.40622,718
4.83015,1417
2.58328,1375
3.63049,1631
2.44657,1981
5.57493,1369
3.78822,1840
4.28725,1189
7.12995,1009
4.28815,1477
4.72159,196
4.83848,1449
3.34065,278
4.37492,315
4.04415,1012
5.61854,1908
2.94223,653
4.91878,666
3.34284,898
7.13304,93
5.35925,1959
3.59957,742
2.96901,506
5.71519,1148
6.33863,1569
10.5708,626
3.48673,675
3.11036,1090
4.59843,1347
4.73074,605
3.00507,747
7.31953,1008
4.11333,617
7.54339,1918
3.45143,304
6.80954,867
5.15174,654
5.59213,279
4.74317,1430
6.30058,1501
7.23245,1889
4.6321,1812
4.45846,458
3.391,1873
5.30894,891
5.91654,124
5.46149,1742
5.82755,638
3.20508,1103
13.5812,1001
5.68355,410
8.27629,1848
4.51209,1054
6.67542,1633
4.213,1415
4.5405,574
6.05324,1894
6.33702,998
3.22371,1655
2.98151,521
4.77756,1955
5.24489,801
3.12987,665
5.36574,723
6.1388,2017
4.18782,876
2.70678,1450
11.0879,176
7.00969,1783
3.42364,932
7.69813,875
5.6001,1519
4.48152,61
6.21309,763
4.31384,487
2.29439,835
4.86593,982
5.11844,1111
3.56248,972
3.25394,231
3.27969,525
5.13539,802
5.34015,1225
6.05882,1193
6.05383,1710
1.58128,85
3.88264,1328
3.30348,1857
2.46128,597
5.2879,797
5.07924,249
4.91837,1429
9.17279,1993
4.44359,1654
3.44357,908
4.39134,593
7.24734,788
4.20753,1327
4.02971,570
3.79665,1653
11.0514,476
8.07977,786
5.23835,1176
4.22789,1772
4.0883,497
3.46173,396
1.79086,70
3.16119,299
3.94174,216
6.65233,443
3.72014,738
5.71374,1474
5.08936,294
5.29597,1138
8.37979,1163
6.33743,1832
4.21055,222
1.77471,172
4.93716,519
3.24491,611
3.54621,1331
5.42964,1978
7.89004,1391
5.26645,1185
4.13334,1890
4.34621,815
5.14465,2016
4.83932,169
4.29899,1805
7.32558,1692
5.6877,324
7.48775,26
8.22083,943
6.15658,1780
5.48218,1247
6.11166,1268
5.55005,1699
3.91796,823
6.8915,1686
6.94786,345
